,car_name,brand,model,vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_km_driven
13116,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,2100000,15.988152097690541
13117,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,19.27,2143,170.0,5,2500000,14.213711798105672
13118,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Petrol,Automatic,11.9,1950,201.15,5,3775000,14.568668693380506
13119,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,17.03187347511986
13120,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1375000,15.251186503524336
13121,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,Dealer,Petrol,Automatic,14.74,1991,181.03,5,3480000,12.683213954934427
13122,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000,15.97055531432252
13123,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2500000,14.77313920671969
13124,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2950000,14.580494128777294
13125,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3350000,14.053247125912426
13126,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1490000,12.731319031025064
13127,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3350000,14.609640474436812
13128,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Individual,Petrol,Automatic,11.74,1796,186.0,5,1060000,15.872674880270605
13129,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1375000,15.251186503524336
13130,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,Dealer,Petrol,Automatic,11.74,1796,186.0,5,899000,16.251186503524334
13131,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Petrol,Automatic,14.74,1991,184.0,5,2800000,14.803424831505483
13132,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,Dealer,Petrol,Automatic,11.74,1796,186.0,5,899000,16.251186503524334
13133,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3800000,12.77313920671969
13134,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1050000,15.33437804731294
13135,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1385000,15.111461739857722
13136,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Individual,Petrol,Automatic,11.74,1796,186.0,5,900000,15.872674880270605
13137,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3950000,13.1357092861044
13138,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,19.71,2143,201.15,5,1090000,16.28771237954945
13139,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,167.62,5,3375000,14.570033561381877
13140,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.94,2143,204.0,5,2700000,16.095067301607052
13141,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000,16.457637380991763
13142,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Petrol,Automatic,11.74,1796,186.0,5,780000,16.03187347511986
13143,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,15.213711798105672
13144,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Individual,Diesel,Automatic,14.84,2143,170.0,5,700000,17.28771237954945
13145,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,850000,15.287712379549449
13146,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,Dealer,Diesel,Automatic,14.84,2143,170.0,5,425000,15.45763738099176
13147,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1375000,15.251186503524336
13148,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,Dealer,Diesel,Automatic,14.84,2143,170.0,5,995000,16.595140904741697
13149,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1165000,16.414685235807216
13150,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Petrol,Automatic,11.9,1950,201.15,5,3775000,14.568668693380506
13151,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2500000,14.77313920671969
13152,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1490000,12.731319031025064
13153,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1490000,16.22317212735474
13154,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1150000,16.425215903299385
13155,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,170.0,5,3350000,14.968351799189303
13156,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Manual,15.8,2148,170.0,5,899000,16.01017840402054
13157,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,17.03187347511986
13158,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Petrol,Automatic,11.9,1950,201.15,5,3775000,14.568668693380506
13159,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2500000,14.77313920671969
13160,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,Dealer,Petrol,Automatic,11.74,1796,186.0,5,899000,16.251186503524334
13161,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1400000,16.1357092861044
13162,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000,15.872771056734152
13163,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1225000,15.175237650291036
13164,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1250000,15.747143998186747
13165,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,19.27,2143,167.62,5,2675000,15.425215903299383
13166,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1475000,16.01017840402054
13167,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1385000,15.111461739857722
13168,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1400000,16.444303154688676
13169,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1425000,15.988152097690541
13170,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,775000,15.45763738099176
13171,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,Dealer,Diesel,Automatic,14.84,2143,170.0,5,425000,15.45763738099176
13172,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1150000,16.425215903299385
13173,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1250000,15.747143998186747
13174,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Petrol,Automatic,14.74,1991,181.03,5,1250000,14.82376527978966
13175,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1395000,15.577546844726958
13176,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2950000,14.580494128777294
13177,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1490000,16.22317212735474
13178,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,Dealer,Petrol,Automatic,14.74,1991,181.04,5,3650000,12.965784284662087
13179,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2990000,15.287712379549449
13180,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Petrol,Automatic,11.74,1796,186.0,5,775000,16.182083929510725
13181,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,Dealer,Petrol,Automatic,11.74,1796,186.0,5,895000,15.798674298826828
13182,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Individual,Diesel,Automatic,14.84,2143,170.0,5,1350000,16.095067301607052
13183,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1490000,16.22317212735474
13184,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1075000,16.155608843542105
13185,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,950000,16.03187347511986
13186,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Petrol,Automatic,14.74,1991,181.03,5,2525000,15.425215903299383
13187,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1175000,15.884647521936682
13188,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,Individual,Petrol,Automatic,14.74,1991,181.04,5,2100000,15.095067301607054
13189,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,16.28771237954945
13190,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,925000,15.848427334023928
13191,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3375000,15.47119889400884
13192,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,167.62,5,1050000,16.232570825356987
13193,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1375000,15.251186503524336
13194,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,15.8,2143,170.0,5,1125000,15.872674880270605
13195,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,Individual,Petrol,Automatic,11.7,1796,178.0,5,840000,15.82376527978966
13196,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.94,2143,204.0,5,2700000,16.095067301607052
13197,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,Dealer,Petrol,Automatic,11.7,1796,178.0,5,800000,16.194602975157967
13198,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3800000,12.77313920671969
13199,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,Dealer,Diesel,Automatic,14.84,2143,170.0,5,425000,15.45763738099176
13200,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,850000,15.287712379549449
13201,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3200000,13.872674880270605
13202,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,167.62,5,3375000,14.570033561381877
13203,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,950000,16.03187347511986
13204,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1565000,17.189785958860192
13205,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2850000,14.1357092861044
13206,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Petrol,Automatic,11.7,1796,178.0,5,1225000,15.988152097690541
13207,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1350000,14.476746203939467
13208,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1675000,15.638209626633582
13209,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000,15.251186503524336
13210,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,17.03187347511986
13211,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1280000,15.848427334023928
13212,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Petrol,Automatic,14.74,1991,184.0,5,2800000,14.826349864720093
13213,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,16.28771237954945
13214,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000,15.251186503524336
13215,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1675000,15.638209626633582
13216,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1795000,15.095067301607054
13217,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1350000,14.476746203939467
13218,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,167.62,5,1050000,16.232570825356987
13219,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Individual,Diesel,Automatic,14.84,2143,170.0,5,700000,17.28771237954945
13220,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3800000,12.77313920671969
13221,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Individual,Diesel,Automatic,14.84,2143,170.0,5,1350000,16.095067301607052
13222,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,650000,15.848427334023928
13223,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1075000,16.155608843542105
13224,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Petrol,Automatic,14.74,1991,181.03,5,1290000,15.580494128777294
13225,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,167.62,5,3375000,14.570033561381877
13226,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,2100000,15.988152097690541
13227,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1150000,16.425215903299385
13228,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,19.27,2143,170.0,5,2500000,14.213711798105672
13229,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1280000,15.848427334023928
13230,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,Dealer,Diesel,Automatic,19.27,2143,170.0,5,2399000,15.213711798105672
13231,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,2100000,15.988152097690541
13232,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,19.71,2143,201.15,5,2800000,15.747143998186747
13233,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1425000,16.32333628928017
13234,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000,16.457637380991763
13235,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1165000,16.414685235807216
13236,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2500000,14.77313920671969
13237,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,15.8,2143,170.0,5,1125000,15.872674880270605
13238,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3950000,13.1357092861044
13239,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1400000,16.444303154688676
13240,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Petrol,Automatic,14.74,1991,181.03,5,2525000,15.425215903299383
13241,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1475000,16.01017840402054
13242,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,Dealer,Petrol,Manual,11.7,1796,178.0,5,425000,15.798674298826828
13243,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2950000,14.580494128777294
13244,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1225000,15.175237650291036
13245,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,16.194602975157967
13246,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,950000,16.03187347511986
13247,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,Dealer,Diesel,Automatic,14.84,2143,170.0,5,425000,15.45763738099176
13248,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1400000,16.444303154688676
13249,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,19.27,2143,167.62,5,2675000,15.425215903299383
13250,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1250000,15.747143998186747
13251,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1450000,14.66622400280318
13252,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,12,Dealer,Petrol,Manual,11.7,1796,178.0,5,650000,16.010200262870715
13253,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,12,Dealer,Petrol,Automatic,11.74,1796,186.0,5,649000,15.77313920671969
13254,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,16.28771237954945
13255,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000,15.872771056734152
13256,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1275000,15.943064208162003
13257,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,15.213711798105672
13258,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000,15.251186503524336
13259,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3375000,15.47119889400884
13260,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Petrol,Automatic,14.74,1991,184.0,5,2800000,14.826349864720093
13261,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1150000,16.425215903299385
13262,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1275000,15.943064208162003
13263,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Dealer,Diesel,Automatic,19.27,2143,170.0,5,2500000,14.213711798105672
13264,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1385000,15.111461739857722
13265,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1075000,16.155608843542105
13266,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,167.62,5,1290000,15.638209626633582
13267,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1365000,16.01017840402054
13268,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,900000,16.75368684405352
13269,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000,15.251186503524336
13270,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,Dealer,Diesel,Automatic,19.27,2143,170.0,5,3350000,14.609640474436812
13271,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,15.8,2143,170.0,5,1275000,16.1357092861044
13272,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1075000,16.155608843542105
13273,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,16.194602975157967
13274,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,925000,15.848427334023928
13275,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1365000,16.01017840402054
13276,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,Individual,Diesel,Automatic,19.27,2143,170.0,5,2500000,14.609640474436812
13277,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,16.194602975157967
13278,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1385000,15.111461739857722
13279,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1185000,16.11553140416677
13280,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,775000,15.45763738099176
13281,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,Dealer,Petrol,Manual,11.7,1796,178.0,5,425000,15.798674298826828
13282,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1675000,15.638209626633582
13283,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1090000,15.82376527978966
13284,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3200000,13.872674880270605
13285,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1350000,14.476746203939467
13286,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,Dealer,Diesel,Automatic,14.84,2143,170.0,5,995000,16.595140904741697
13287,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1265000,16.095067301607052
13288,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000,16.457637380991763
13289,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000,16.457637380991763
13290,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,1,Dealer,Diesel,Automatic,12.6,1950,194.0,5,4000000,13.287712379549449
13291,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1400000,16.444303154688676
13292,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,15.213711798105672
13293,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,Dealer,Petrol,Automatic,11.74,1796,186.0,5,899000,16.251186503524334
13294,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,19.71,2143,201.15,5,2800000,15.82376527978966
13295,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,Dealer,Diesel,Automatic,14.84,2143,170.0,5,740000,15.45763738099176
13296,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,15.213711798105672
13297,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2950000,14.580494128777294
13298,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Petrol,Automatic,14.74,1991,181.03,5,1250000,14.82376527978966
13299,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000,16.28771237954945
13300,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,Dealer,Diesel,Automatic,19.27,2143,167.62,5,1050000,16.232570825356987
13301,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1395000,15.577546844726958
13302,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,Dealer,Diesel,Automatic,19.71,2143,201.15,5,1090000,16.28771237954945
13303,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1250000,15.747143998186747
13304,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,Dealer,Petrol,Automatic,14.74,1991,181.04,5,2250000,15.095067301607054
